"","Step","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","LD","sim","Weather","CarcTot"
"13183",52,84529,85568,83904,84902,84578,84715,84167,85138,84328,85075,84387,"1e+06","31","Normal",931291
"13184",53,84435,84529,85568,83904,84902,84578,84715,84167,85138,84328,85075,"1e+06","31","Normal",931339
"13185",54,84998,84435,84529,85568,83904,84902,84578,84715,84167,85138,84328,"1e+06","31","Normal",931262
"13186",55,84741,84998,84435,84529,85568,83904,84902,84578,84715,84167,85138,"1e+06","31","Normal",931675
"13187",56,85303,84741,84998,84435,84529,85568,83904,84902,84578,84715,84167,"1e+06","31","Normal",931840
"13188",57,85078,85303,84741,84998,84435,84529,85568,83904,84902,84578,84715,"1e+06","31","Normal",932751
"13189",58,84278,85078,85303,84741,84998,84435,84529,85568,83904,84902,84578,"1e+06","31","Normal",932314
"13190",59,83565,84278,85078,85303,84741,84998,84435,84529,85568,83904,84902,"1e+06","31","Normal",931301
"13191",60,84831,83565,84278,85078,85303,84741,84998,84435,84529,85568,83904,"1e+06","31","Normal",931230
"13192",61,84943,84831,83565,84278,85078,85303,84741,84998,84435,84529,85568,"1e+06","31","Normal",932269
"13193",62,85262,84943,84831,83565,84278,85078,85303,84741,84998,84435,84529,"1e+06","31","Normal",931963
"13194",63,84655,85262,84943,84831,83565,84278,85078,85303,84741,84998,84435,"1e+06","31","Normal",932089
"13195",64,84950,84655,85262,84943,84831,83565,84278,85078,85303,84741,84998,"1e+06","31","Normal",932604
"13196",65,83971,84950,84655,85262,84943,84831,83565,84278,85078,85303,84741,"1e+06","31","Normal",931577
"13197",66,84730,83971,84950,84655,85262,84943,84831,83565,84278,85078,85303,"1e+06","31","Normal",931566
"13198",67,84783,84730,83971,84950,84655,85262,84943,84831,83565,84278,85078,"1e+06","31","Normal",931046
"13199",68,84611,84783,84730,83971,84950,84655,85262,84943,84831,83565,84278,"1e+06","31","Normal",930579
"13200",69,86235,84611,84783,84730,83971,84950,84655,85262,84943,84831,83565,"1e+06","31","Normal",932536
"13201",70,85599,86235,84611,84783,84730,83971,84950,84655,85262,84943,84831,"1e+06","31","Normal",934570
"13202",71,84369,85599,86235,84611,84783,84730,83971,84950,84655,85262,84943,"1e+06","31","Normal",934108
"13203",72,84572,84369,85599,86235,84611,84783,84730,83971,84950,84655,85262,"1e+06","31","Normal",933737
"13204",73,85837,84572,84369,85599,86235,84611,84783,84730,83971,84950,84655,"1e+06","31","Normal",934312
"13205",74,83987,85837,84572,84369,85599,86235,84611,84783,84730,83971,84950,"1e+06","31","Normal",933644
"13206",75,83948,83987,85837,84572,84369,85599,86235,84611,84783,84730,83971,"1e+06","31","Normal",932642
"13207",76,85392,83948,83987,85837,84572,84369,85599,86235,84611,84783,84730,"1e+06","31","Normal",934063
"13208",77,84277,85392,83948,83987,85837,84572,84369,85599,86235,84611,84783,"1e+06","31","Normal",933610
"13209",78,85068,84277,85392,83948,83987,85837,84572,84369,85599,86235,84611,"1e+06","31","Normal",933895
"13210",79,84765,85068,84277,85392,83948,83987,85837,84572,84369,85599,86235,"1e+06","31","Normal",934049
"13211",80,84252,84765,85068,84277,85392,83948,83987,85837,84572,84369,85599,"1e+06","31","Normal",932066
"13212",81,84920,84252,84765,85068,84277,85392,83948,83987,85837,84572,84369,"1e+06","31","Normal",931387
"13213",82,84885,84920,84252,84765,85068,84277,85392,83948,83987,85837,84572,"1e+06","31","Normal",931903
"13214",83,85180,84885,84920,84252,84765,85068,84277,85392,83948,83987,85837,"1e+06","31","Normal",932511
"13215",84,84475,85180,84885,84920,84252,84765,85068,84277,85392,83948,83987,"1e+06","31","Normal",931149
"13216",85,84405,84475,85180,84885,84920,84252,84765,85068,84277,85392,83948,"1e+06","31","Normal",931567
"13217",86,84786,84405,84475,85180,84885,84920,84252,84765,85068,84277,85392,"1e+06","31","Normal",932405
"13218",87,84935,84786,84405,84475,85180,84885,84920,84252,84765,85068,84277,"1e+06","31","Normal",931948
"13219",88,84490,84935,84786,84405,84475,85180,84885,84920,84252,84765,85068,"1e+06","31","Normal",932161
"13220",89,85051,84490,84935,84786,84405,84475,85180,84885,84920,84252,84765,"1e+06","31","Normal",932144
"13221",90,84417,85051,84490,84935,84786,84405,84475,85180,84885,84920,84252,"1e+06","31","Normal",931796
"13222",91,84773,84417,85051,84490,84935,84786,84405,84475,85180,84885,84920,"1e+06","31","Normal",932317
"13223",92,84907,84773,84417,85051,84490,84935,84786,84405,84475,85180,84885,"1e+06","31","Normal",932304
"13224",93,84469,84907,84773,84417,85051,84490,84935,84786,84405,84475,85180,"1e+06","31","Normal",931888
"13225",94,84847,84469,84907,84773,84417,85051,84490,84935,84786,84405,84475,"1e+06","31","Normal",931555
"13226",95,84485,84847,84469,84907,84773,84417,85051,84490,84935,84786,84405,"1e+06","31","Normal",931565
"13227",96,85153,84485,84847,84469,84907,84773,84417,85051,84490,84935,84786,"1e+06","31","Normal",932313
"13228",97,84008,85153,84485,84847,84469,84907,84773,84417,85051,84490,84935,"1e+06","31","Normal",931535
"13229",98,83660,84008,85153,84485,84847,84469,84907,84773,84417,85051,84490,"1e+06","31","Normal",930260
"13230",99,85562,83660,84008,85153,84485,84847,84469,84907,84773,84417,85051,"1e+06","31","Normal",931332
"13231",100,84653,85562,83660,84008,85153,84485,84847,84469,84907,84773,84417,"1e+06","31","Normal",930934
"13232",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","32",NA,235
"13233",1,102,1,24,11,64,39,18,0,29,6,31,"1e+06","32","Normal",325
"13234",2,363,102,1,24,11,64,39,18,0,29,6,"1e+06","32","Normal",657
"13235",3,1211,363,102,1,24,11,64,39,18,0,29,"1e+06","32","Normal",1862
"13236",4,3672,1211,363,102,1,24,11,64,39,18,0,"1e+06","32","Normal",5505
"13237",5,11674,3672,1211,363,102,1,24,11,64,39,18,"1e+06","32","Normal",17179
"13238",6,38086,11674,3672,1211,363,102,1,24,11,64,39,"1e+06","32","Normal",55247
"13239",7,61197,38086,11674,3672,1211,363,102,1,24,11,64,"1e+06","32","Normal",116405
"13240",8,72520,61197,38086,11674,3672,1211,363,102,1,24,11,"1e+06","32","Normal",188861
"13241",9,78541,72520,61197,38086,11674,3672,1211,363,102,1,24,"1e+06","32","Normal",267391
"13242",10,83312,78541,72520,61197,38086,11674,3672,1211,363,102,1,"1e+06","32","Normal",350679
"13243",11,85586,83312,78541,72520,61197,38086,11674,3672,1211,363,102,"1e+06","32","Normal",436264
"13244",12,84312,85586,83312,78541,72520,61197,38086,11674,3672,1211,363,"1e+06","32","Normal",520474
"13245",13,84455,84312,85586,83312,78541,72520,61197,38086,11674,3672,1211,"1e+06","32","Normal",604566
"13246",14,84510,84455,84312,85586,83312,78541,72520,61197,38086,11674,3672,"1e+06","32","Normal",687865
"13247",15,83976,84510,84455,84312,85586,83312,78541,72520,61197,38086,11674,"1e+06","32","Normal",768169
"13248",16,84753,83976,84510,84455,84312,85586,83312,78541,72520,61197,38086,"1e+06","32","Normal",841248
"13249",17,85154,84753,83976,84510,84455,84312,85586,83312,78541,72520,61197,"1e+06","32","Normal",888316
"13250",18,84915,85154,84753,83976,84510,84455,84312,85586,83312,78541,72520,"1e+06","32","Normal",912034
"13251",19,84940,84915,85154,84753,83976,84510,84455,84312,85586,83312,78541,"1e+06","32","Normal",924454
"13252",20,84012,84940,84915,85154,84753,83976,84510,84455,84312,85586,83312,"1e+06","32","Normal",929925
"13253",21,84266,84012,84940,84915,85154,84753,83976,84510,84455,84312,85586,"1e+06","32","Normal",930879
"13254",22,85076,84266,84012,84940,84915,85154,84753,83976,84510,84455,84312,"1e+06","32","Normal",930369
"13255",23,85358,85076,84266,84012,84940,84915,85154,84753,83976,84510,84455,"1e+06","32","Normal",931415
"13256",24,84931,85358,85076,84266,84012,84940,84915,85154,84753,83976,84510,"1e+06","32","Normal",931891
"13257",25,83984,84931,85358,85076,84266,84012,84940,84915,85154,84753,83976,"1e+06","32","Normal",931365
"13258",26,84340,83984,84931,85358,85076,84266,84012,84940,84915,85154,84753,"1e+06","32","Normal",931729
"13259",27,84118,84340,83984,84931,85358,85076,84266,84012,84940,84915,85154,"1e+06","32","Normal",931094
"13260",28,84672,84118,84340,83984,84931,85358,85076,84266,84012,84940,84915,"1e+06","32","Normal",930612
"13261",29,84606,84672,84118,84340,83984,84931,85358,85076,84266,84012,84940,"1e+06","32","Normal",930303
"13262",30,84410,84606,84672,84118,84340,83984,84931,85358,85076,84266,84012,"1e+06","32","Normal",929773
"13263",31,84851,84410,84606,84672,84118,84340,83984,84931,85358,85076,84266,"1e+06","32","Normal",930612
"13264",32,84332,84851,84410,84606,84672,84118,84340,83984,84931,85358,85076,"1e+06","32","Normal",930678
"13265",33,84202,84332,84851,84410,84606,84672,84118,84340,83984,84931,85358,"1e+06","32","Normal",929804
"13266",34,84660,84202,84332,84851,84410,84606,84672,84118,84340,83984,84931,"1e+06","32","Normal",929106
"13267",35,84026,84660,84202,84332,84851,84410,84606,84672,84118,84340,83984,"1e+06","32","Normal",928201
"13268",36,84884,84026,84660,84202,84332,84851,84410,84606,84672,84118,84340,"1e+06","32","Normal",929101
"13269",37,84561,84884,84026,84660,84202,84332,84851,84410,84606,84672,84118,"1e+06","32","Normal",929322
"13270",38,84186,84561,84884,84026,84660,84202,84332,84851,84410,84606,84672,"1e+06","32","Normal",929390
"13271",39,84639,84186,84561,84884,84026,84660,84202,84332,84851,84410,84606,"1e+06","32","Normal",929357
"13272",40,84800,84639,84186,84561,84884,84026,84660,84202,84332,84851,84410,"1e+06","32","Normal",929551
"13273",41,84954,84800,84639,84186,84561,84884,84026,84660,84202,84332,84851,"1e+06","32","Normal",930095
"13274",42,85135,84954,84800,84639,84186,84561,84884,84026,84660,84202,84332,"1e+06","32","Normal",930379
"13275",43,85268,85135,84954,84800,84639,84186,84561,84884,84026,84660,84202,"1e+06","32","Normal",931315
"13276",44,84338,85268,85135,84954,84800,84639,84186,84561,84884,84026,84660,"1e+06","32","Normal",931451
"13277",45,85101,84338,85268,85135,84954,84800,84639,84186,84561,84884,84026,"1e+06","32","Normal",931892
"13278",46,84567,85101,84338,85268,85135,84954,84800,84639,84186,84561,84884,"1e+06","32","Normal",932433
"13279",47,84490,84567,85101,84338,85268,85135,84954,84800,84639,84186,84561,"1e+06","32","Normal",932039
"13280",48,85332,84490,84567,85101,84338,85268,85135,84954,84800,84639,84186,"1e+06","32","Normal",932810
"13281",49,84749,85332,84490,84567,85101,84338,85268,85135,84954,84800,84639,"1e+06","32","Normal",933373
"13282",50,84440,84749,85332,84490,84567,85101,84338,85268,85135,84954,84800,"1e+06","32","Normal",933174
"13283",51,84370,84440,84749,85332,84490,84567,85101,84338,85268,85135,84954,"1e+06","32","Normal",932744
"13284",52,85083,84370,84440,84749,85332,84490,84567,85101,84338,85268,85135,"1e+06","32","Normal",932873
"13285",53,85107,85083,84370,84440,84749,85332,84490,84567,85101,84338,85268,"1e+06","32","Normal",932845
"13286",54,84946,85107,85083,84370,84440,84749,85332,84490,84567,85101,84338,"1e+06","32","Normal",932523
"13287",55,84666,84946,85107,85083,84370,84440,84749,85332,84490,84567,85101,"1e+06","32","Normal",932851
"13288",56,84679,84666,84946,85107,85083,84370,84440,84749,85332,84490,84567,"1e+06","32","Normal",932429
"13289",57,84463,84679,84666,84946,85107,85083,84370,84440,84749,85332,84490,"1e+06","32","Normal",932325
"13290",58,84381,84463,84679,84666,84946,85107,85083,84370,84440,84749,85332,"1e+06","32","Normal",932216
"13291",59,84054,84381,84463,84679,84666,84946,85107,85083,84370,84440,84749,"1e+06","32","Normal",930938
"13292",60,83957,84054,84381,84463,84679,84666,84946,85107,85083,84370,84440,"1e+06","32","Normal",930146
"13293",61,84397,83957,84054,84381,84463,84679,84666,84946,85107,85083,84370,"1e+06","32","Normal",930103
"13294",62,85863,84397,83957,84054,84381,84463,84679,84666,84946,85107,85083,"1e+06","32","Normal",931596
"13295",63,85204,85863,84397,83957,84054,84381,84463,84679,84666,84946,85107,"1e+06","32","Normal",931717
"13296",64,83927,85204,85863,84397,83957,84054,84381,84463,84679,84666,84946,"1e+06","32","Normal",930537
"13297",65,84783,83927,85204,85863,84397,83957,84054,84381,84463,84679,84666,"1e+06","32","Normal",930374
"13298",66,84607,84783,83927,85204,85863,84397,83957,84054,84381,84463,84679,"1e+06","32","Normal",930315
"13299",67,83259,84607,84783,83927,85204,85863,84397,83957,84054,84381,84463,"1e+06","32","Normal",928895
"13300",68,84738,83259,84607,84783,83927,85204,85863,84397,83957,84054,84381,"1e+06","32","Normal",929170
"13301",69,85069,84738,83259,84607,84783,83927,85204,85863,84397,83957,84054,"1e+06","32","Normal",929858
"13302",70,84250,85069,84738,83259,84607,84783,83927,85204,85863,84397,83957,"1e+06","32","Normal",930054
"13303",71,84982,84250,85069,84738,83259,84607,84783,83927,85204,85863,84397,"1e+06","32","Normal",931079
"13304",72,84682,84982,84250,85069,84738,83259,84607,84783,83927,85204,85863,"1e+06","32","Normal",931364
"13305",73,85191,84682,84982,84250,85069,84738,83259,84607,84783,83927,85204,"1e+06","32","Normal",930692
"13306",74,85469,85191,84682,84982,84250,85069,84738,83259,84607,84783,83927,"1e+06","32","Normal",930957
"13307",75,84489,85469,85191,84682,84982,84250,85069,84738,83259,84607,84783,"1e+06","32","Normal",931519
"13308",76,84676,84489,85469,85191,84682,84982,84250,85069,84738,83259,84607,"1e+06","32","Normal",931412
"13309",77,84446,84676,84489,85469,85191,84682,84982,84250,85069,84738,83259,"1e+06","32","Normal",931251
"13310",78,85333,84446,84676,84489,85469,85191,84682,84982,84250,85069,84738,"1e+06","32","Normal",933325
"13311",79,84641,85333,84446,84676,84489,85469,85191,84682,84982,84250,85069,"1e+06","32","Normal",933228
"13312",80,84380,84641,85333,84446,84676,84489,85469,85191,84682,84982,84250,"1e+06","32","Normal",932539
"13313",81,83167,84380,84641,85333,84446,84676,84489,85469,85191,84682,84982,"1e+06","32","Normal",931456
"13314",82,84085,83167,84380,84641,85333,84446,84676,84489,85469,85191,84682,"1e+06","32","Normal",930559
"13315",83,85386,84085,83167,84380,84641,85333,84446,84676,84489,85469,85191,"1e+06","32","Normal",931263
"13316",84,84898,85386,84085,83167,84380,84641,85333,84446,84676,84489,85469,"1e+06","32","Normal",930970
"13317",85,85240,84898,85386,84085,83167,84380,84641,85333,84446,84676,84489,"1e+06","32","Normal",930741
"13318",86,85090,85240,84898,85386,84085,83167,84380,84641,85333,84446,84676,"1e+06","32","Normal",931342
"13319",87,85039,85090,85240,84898,85386,84085,83167,84380,84641,85333,84446,"1e+06","32","Normal",931705
"13320",88,84001,85039,85090,85240,84898,85386,84085,83167,84380,84641,85333,"1e+06","32","Normal",931260
"13321",89,83744,84001,85039,85090,85240,84898,85386,84085,83167,84380,84641,"1e+06","32","Normal",929671
"13322",90,83596,83744,84001,85039,85090,85240,84898,85386,84085,83167,84380,"1e+06","32","Normal",928626
"13323",91,84115,83596,83744,84001,85039,85090,85240,84898,85386,84085,83167,"1e+06","32","Normal",928361
"13324",92,85177,84115,83596,83744,84001,85039,85090,85240,84898,85386,84085,"1e+06","32","Normal",930371
"13325",93,84044,85177,84115,83596,83744,84001,85039,85090,85240,84898,85386,"1e+06","32","Normal",930330
"13326",94,84724,84044,85177,84115,83596,83744,84001,85039,85090,85240,84898,"1e+06","32","Normal",929668
"13327",95,84461,84724,84044,85177,84115,83596,83744,84001,85039,85090,85240,"1e+06","32","Normal",929231
"13328",96,84806,84461,84724,84044,85177,84115,83596,83744,84001,85039,85090,"1e+06","32","Normal",928797
"13329",97,83979,84806,84461,84724,84044,85177,84115,83596,83744,84001,85039,"1e+06","32","Normal",927686
"13330",98,85050,83979,84806,84461,84724,84044,85177,84115,83596,83744,84001,"1e+06","32","Normal",927697
"13331",99,83778,85050,83979,84806,84461,84724,84044,85177,84115,83596,83744,"1e+06","32","Normal",927474
"13332",100,84375,83778,85050,83979,84806,84461,84724,84044,85177,84115,83596,"1e+06","32","Normal",928105
"13333",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","33",NA,235
"13334",1,90,1,24,11,64,39,18,0,29,6,31,"1e+06","33","Normal",313
"13335",2,259,90,1,24,11,64,39,18,0,29,6,"1e+06","33","Normal",541
"13336",3,778,259,90,1,24,11,64,39,18,0,29,"1e+06","33","Normal",1313
"13337",4,2592,778,259,90,1,24,11,64,39,18,0,"1e+06","33","Normal",3876
"13338",5,8273,2592,778,259,90,1,24,11,64,39,18,"1e+06","33","Normal",12149
"13339",6,26663,8273,2592,778,259,90,1,24,11,64,39,"1e+06","33","Normal",38794
"13340",7,54468,26663,8273,2592,778,259,90,1,24,11,64,"1e+06","33","Normal",93223
"13341",8,69763,54468,26663,8273,2592,778,259,90,1,24,11,"1e+06","33","Normal",162922
"13342",9,77768,69763,54468,26663,8273,2592,778,259,90,1,24,"1e+06","33","Normal",240679
"13343",10,82242,77768,69763,54468,26663,8273,2592,778,259,90,1,"1e+06","33","Normal",322897
"13344",11,83628,82242,77768,69763,54468,26663,8273,2592,778,259,90,"1e+06","33","Normal",406524
"13345",12,84458,83628,82242,77768,69763,54468,26663,8273,2592,778,259,"1e+06","33","Normal",490892
"13346",13,84281,84458,83628,82242,77768,69763,54468,26663,8273,2592,778,"1e+06","33","Normal",574914
"13347",14,85118,84281,84458,83628,82242,77768,69763,54468,26663,8273,2592,"1e+06","33","Normal",659254
"13348",15,84645,85118,84281,84458,83628,82242,77768,69763,54468,26663,8273,"1e+06","33","Normal",741307
"13349",16,84712,84645,85118,84281,84458,83628,82242,77768,69763,54468,26663,"1e+06","33","Normal",817746
"13350",17,84545,84712,84645,85118,84281,84458,83628,82242,77768,69763,54468,"1e+06","33","Normal",875628
"13351",18,84350,84545,84712,84645,85118,84281,84458,83628,82242,77768,69763,"1e+06","33","Normal",905510
"13352",19,84707,84350,84545,84712,84645,85118,84281,84458,83628,82242,77768,"1e+06","33","Normal",920454
"13353",20,84869,84707,84350,84545,84712,84645,85118,84281,84458,83628,82242,"1e+06","33","Normal",927555
"13354",21,84937,84869,84707,84350,84545,84712,84645,85118,84281,84458,83628,"1e+06","33","Normal",930250
"13355",22,84767,84937,84869,84707,84350,84545,84712,84645,85118,84281,84458,"1e+06","33","Normal",931389
"13356",23,84314,84767,84937,84869,84707,84350,84545,84712,84645,85118,84281,"1e+06","33","Normal",931245
